hla_class,intersection,n_proteins,uniprot_id,gene_name
HLA-I,All three,1904,Q9NRW7,VPS45
HLA-I,All three,1904,Q9NS73,MBIP1
HLA-I,All three,1904,Q9NSE2,CISH
HLA-I,All three,1904,Q9NSI8,SAMN1
HLA-I,All three,1904,Q9NTJ3,SMC4
HLA-I,All three,1904,Q9NTJ5,SAC1
HLA-I,All three,1904,Q9NTK1,DEPP1
HLA-I,All three,1904,Q9NTX5,ECHD1
HLA-I,All three,1904,Q9NU22,MDN1
HLA-I,All three,1904,Q9NUQ6,SPS2L
HLA-I,All three,1904,Q9NUQ8,ABCF3
HLA-I,All three,1904,Q9NUV9,GIMA4
HLA-I,All three,1904,Q9NV06,DCA13
HLA-I,All three,1904,Q9NV31,IMP3
HLA-I,All three,1904,Q9NV70,EXOC1
HLA-I,All three,1904,Q9NV79,PCMD2
HLA-I,All three,1904,Q9NV96,CC50A
HLA-I,All three,1904,Q9NVA2,SEP11
HLA-I,All three,1904,Q9NVH1,DJC11
HLA-I,All three,1904,Q9NVI1,FANCI
HLA-I,All three,1904,Q9NVM4,ANM7
HLA-I,All three,1904,Q9NVM9,INT13
HLA-I,All three,1904,Q9NVN8,GNL3L
HLA-I,All three,1904,Q9NVP1,DDX18
HLA-I,All three,1904,Q9NVR2,INT10
HLA-I,All three,1904,Q9NVX7,KBTB4
HLA-I,All three,1904,Q9NW64,RBM22
HLA-I,All three,1904,Q9NWB7,IFT57
HLA-I,All three,1904,Q9NWF9,RN216
HLA-I,All three,1904,Q9NWX5,ASB6
HLA-I,All three,1904,Q9NX09,DDIT4
HLA-I,All three,1904,Q9NXE4,NSMA3
HLA-I,All three,1904,Q9NXF1,TEX10
HLA-I,All three,1904,Q9NXW2,DJB12
HLA-I,All three,1904,Q9NY15,STAB1
HLA-I,All three,1904,Q9NY93,DDX56
HLA-I,All three,1904,Q9NYB0,TE2IP
HLA-I,All three,1904,Q9NYF8,BCLF1
HLA-I,All three,1904,Q9NYH9,UTP6
HLA-I,All three,1904,Q9NYL9,TMOD3
HLA-I,All three,1904,Q9NYU2,UGGG1
HLA-I,All three,1904,Q9NYV6,RRN3
HLA-I,All three,1904,Q9NYY3,PLK2
HLA-I,All three,1904,Q9NZ08,ERAP1
HLA-I,All three,1904,Q9NZ32,ARP10
HLA-I,All three,1904,Q9NZB2,F120A
HLA-I,All three,1904,Q9NZD8,SPG21
HLA-I,All three,1904,Q9NZJ5,E2AK3
HLA-I,All three,1904,Q9NZK5,ADA2
HLA-I,All three,1904,Q9NZL9,MAT2B
HLA-I,All three,1904,Q9NZM1,MYOF
HLA-I,All three,1904,Q9NZN4,EHD2
HLA-I,All three,1904,Q9NZN8,CNOT2
HLA-I,All three,1904,Q9P055,JKAMP
HLA-I,All three,1904,Q9P0V3,SH3B4
HLA-I,All three,1904,Q9P0V9,SEP10
HLA-I,All three,1904,Q9P215,POGK
HLA-I,All three,1904,Q9P219,DAPLE
HLA-I,All three,1904,Q9P246,STIM2
HLA-I,All three,1904,Q9P253,VPS18
HLA-I,All three,1904,Q9P258,RCC2
HLA-I,All three,1904,Q9P2B7,CFA97
HLA-I,All three,1904,Q9P2D3,HTR5B
HLA-I,All three,1904,Q9P2E3,ZNFX1
HLA-I,All three,1904,Q9P2E5,CHPF2
HLA-I,All three,1904,Q9P2E9,RRBP1
HLA-I,All three,1904,Q9P2G9,KLHL8
HLA-I,All three,1904,Q9P2I0,CPSF2
HLA-I,All three,1904,Q9P2J5,SYLC
HLA-I,All three,1904,Q9P2P1,NYNRI
HLA-I,All three,1904,Q9P2T1,GMPR2
HLA-I,All three,1904,Q9P2W9,STX18
HLA-I,All three,1904,Q9UBB4,ATX10
HLA-I,All three,1904,Q9UBB6,NCDN
HLA-I,All three,1904,Q9UBB9,TFP11
HLA-I,All three,1904,Q9UBD5,ORC3
HLA-I,All three,1904,Q9UBL3,ASH2L
HLA-I,All three,1904,Q9UBP4,DKK3
HLA-I,All three,1904,Q9UBQ7,GRHPR
HLA-I,All three,1904,Q9UBS9,SUCO
HLA-I,All three,1904,Q9UBU8,MO4L1
HLA-I,All three,1904,Q9UBV2,SE1L1
HLA-I,All three,1904,Q9UBW7,ZMYM2
HLA-I,All three,1904,Q9UBW8,CSN7A
HLA-I,All three,1904,Q9UDW1,QCR9
HLA-I,All three,1904,Q9UDY4,DNJB4
HLA-I,All three,1904,Q9UDY8,MALT1
HLA-I,All three,1904,Q9UEE5,ST17A
HLA-I,All three,1904,Q9UEY8,ADDG
HLA-I,All three,1904,Q9UFF9,CNOT8
HLA-I,All three,1904,Q9UG01,IF172
HLA-I,All three,1904,Q9UG63,ABCF2
HLA-I,All three,1904,Q9UGI8,TES
HLA-I,All three,1904,Q9UGL1,KDM5B
HLA-I,All three,1904,Q9UGR2,Z3H7B
HLA-I,All three,1904,Q9UH99,SUN2
HLA-I,All three,1904,Q9UHA4,LTOR3
HLA-I,All three,1904,Q9UHB6,LIMA1
HLA-I,All three,1904,Q9UHB9,SRP68
HLA-I,All three,1904,Q9UHD8,SEPT9
HLA-I,All three,1904,Q9UHG3,PCYOX
HLA-I,All three,1904,Q9UHP3,UBP25
HLA-I,All three,1904,Q9UHX1,PUF60
HLA-I,All three,1904,Q9UHY1,NRBP
HLA-I,All three,1904,Q9UHY8,FEZ2
HLA-I,All three,1904,Q9UI08,EVL
HLA-I,All three,1904,Q9UI10,EI2BD
HLA-I,All three,1904,Q9UI12,VATH
HLA-I,All three,1904,Q9UI14,PRAF1
HLA-I,All three,1904,Q9UI95,MD2L2
HLA-I,All three,1904,Q9UID3,VPS51
HLA-I,All three,1904,Q9UIF9,BAZ2A
HLA-I,All three,1904,Q9UIG0,BAZ1B
HLA-I,All three,1904,Q9UJA5,TRM6
HLA-I,All three,1904,Q9UJF2,NGAP
HLA-I,All three,1904,Q9UJM3,ERRFI
HLA-I,All three,1904,Q9UJP4,KLH21
HLA-I,All three,1904,Q9UJX2,CDC23
HLA-I,All three,1904,Q9UJX4,APC5
HLA-I,All three,1904,Q9UK61,TASOR
HLA-I,All three,1904,Q9UKA1,FBXL5
HLA-I,All three,1904,Q9UKA4,AKA11
HLA-I,All three,1904,Q9UKB1,FBW1B
HLA-I,All three,1904,Q9UKG1,DP13A
HLA-I,All three,1904,Q9UKK3,PARP4
HLA-I,All three,1904,Q9UKM9,RALY
HLA-I,All three,1904,Q9UKT7,FBXL3
HLA-I,All three,1904,Q9UKV5,AMFR
HLA-I,All three,1904,Q9UL33,TPC2L
HLA-I,All three,1904,Q9UL63,MKLN1
HLA-I,All three,1904,Q9ULG6,CCPG1
HLA-I,All three,1904,Q9ULH0,KDIS
HLA-I,All three,1904,Q9ULJ6,ZMIZ1
HLA-I,All three,1904,Q9ULK4,MED23
HLA-I,All three,1904,Q9ULL5,PRR12
HLA-I,All three,1904,Q9ULT8,HECD1
HLA-I,All three,1904,Q9ULV3,CIZ1
HLA-I,All three,1904,Q9ULW0,TPX2
HLA-I,All three,1904,Q9ULZ3,ASC
HLA-I,All three,1904,Q9UM07,PADI4
HLA-I,All three,1904,Q9UMS4,PRP19
HLA-I,All three,1904,Q9UMX5,NENF
HLA-I,All three,1904,Q9UMZ2,SYNRG
HLA-I,All three,1904,Q9UN86,G3BP2
HLA-I,All three,1904,Q9UNF1,MAGD2
HLA-I,All three,1904,Q9UNL2,SSRG
HLA-I,All three,1904,Q9UNM6,PSD13
HLA-I,All three,1904,Q9UNX4,WDR3
HLA-I,All three,1904,Q9UNY4,TTF2
HLA-I,All three,1904,Q9UP83,COG5
HLA-I,All three,1904,Q9UPN3,MACF1
HLA-I,All three,1904,Q9UPN6,SCAF8
HLA-I,All three,1904,Q9UPN7,PP6R1
HLA-I,All three,1904,Q9UPQ0,LIMC1
HLA-I,All three,1904,Q9UPT9,UBP22
HLA-I,All three,1904,Q9UPU5,UBP24
HLA-I,All three,1904,Q9UPW5,CBPC1
HLA-I,All three,1904,Q9UPY3,DICER
HLA-I,All three,1904,Q9UQ13,SHOC2
HLA-I,All three,1904,Q9UQ35,SRRM2
HLA-I,All three,1904,Q9UQ88,CD11A
HLA-I,All three,1904,Q9UQE7,SMC3
HLA-I,All three,1904,Q9UQL6,HDAC5
HLA-I,All three,1904,Q9Y217,MTMR6
HLA-I,All three,1904,Q9Y230,RUVB2
HLA-I,All three,1904,Q9Y243,AKT3
HLA-I,All three,1904,Q9Y244,POMP
HLA-I,All three,1904,Q9Y262,EIF3L
HLA-I,All three,1904,Q9Y263,PLAP
HLA-I,All three,1904,Q9Y279,VSIG4
HLA-I,All three,1904,Q9Y282,ERGI3
HLA-I,All three,1904,Q9Y287,ITM2B
HLA-I,All three,1904,Q9Y296,TPPC4
HLA-I,All three,1904,Q9Y2A7,NCKP1
HLA-I,All three,1904,Q9Y2D5,AKAP2
HLA-I,All three,1904,Q9Y2E5,MA2B2
HLA-I,All three,1904,Q9Y2F5,ICE1
HLA-I,All three,1904,Q9Y2G9,SBNO2
HLA-I,All three,1904,Q9Y2H6,FND3A
HLA-I,All three,1904,Q9Y2I1,NISCH
HLA-I,All three,1904,Q9Y2J2,E41L3
HLA-I,All three,1904,Q9Y2K7,KDM2A
HLA-I,All three,1904,Q9Y2L6,FRM4B
HLA-I,All three,1904,Q9Y2Q3,GSTK1
HLA-I,All three,1904,Q9Y2R5,RT17
HLA-I,All three,1904,Q9Y2T2,AP3M1
HLA-I,All three,1904,Q9Y2X0,MED16
HLA-I,All three,1904,Q9Y2Y0,AR2BP
HLA-I,All three,1904,Q9Y2Y6,TMM98
HLA-I,All three,1904,Q9Y371,SHLB1
HLA-I,All three,1904,Q9Y376,CAB39
HLA-I,All three,1904,Q9Y3A2,UTP11
HLA-I,All three,1904,Q9Y3B3,TMED7
HLA-I,All three,1904,Q9Y3I0,RTCB
HLA-I,All three,1904,Q9Y3M8,STA13
HLA-I,All three,1904,Q9Y3Q3,TMED3
HLA-I,All three,1904,Q9Y3Z3,SAMH1
HLA-I,All three,1904,Q9Y446,PKP3
HLA-I,All three,1904,Q9Y490,TLN1
HLA-I,All three,1904,Q9Y4A5,TRRAP
HLA-I,All three,1904,Q9Y4C1,KDM3A
HLA-I,All three,1904,Q9Y4C2,TCAF1
HLA-I,All three,1904,Q9Y4D7,PLXD1
HLA-I,All three,1904,Q9Y4F9,RIPR2
HLA-I,All three,1904,Q9Y4K1,CRBG1
HLA-I,All three,1904,Q9Y4L1,HYOU1
HLA-I,All three,1904,Q9Y4W2,LAS1L
HLA-I,All three,1904,Q9Y508,RN114
HLA-I,All three,1904,Q9Y520,PRC2C
HLA-I,All three,1904,Q9Y5A7,NUB1
HLA-I,All three,1904,Q9Y5A9,YTHD2
HLA-I,All three,1904,Q9Y5B0,CTDP1
HLA-I,All three,1904,Q9Y5B9,SP16H
HLA-I,All three,1904,Q9Y5K5,UCHL5
HLA-I,All three,1904,Q9Y5Q8,TF3C5
HLA-I,All three,1904,Q9Y5R8,TPPC1
HLA-I,All three,1904,Q9Y5S1,TRPV2
HLA-I,All three,1904,Q9Y5S2,MRCKB
HLA-I,All three,1904,Q9Y5S9,RBM8A
HLA-I,All three,1904,Q9Y5T5,UBP16
HLA-I,All three,1904,Q9Y5V3,MAGD1
HLA-I,All three,1904,Q9Y5X1,SNX9
HLA-I,All three,1904,Q9Y5X3,SNX5
HLA-I,All three,1904,Q9Y613,FHOD1
HLA-I,All three,1904,Q9Y618,NCOR2
HLA-I,All three,1904,Q9Y646,CBPQ
HLA-I,All three,1904,Q9Y678,COPG1
HLA-I,All three,1904,Q9Y679,AUP1
HLA-I,All three,1904,Q9Y696,CLIC4
HLA-I,All three,1904,Q9Y6C2,EMIL1
HLA-I,All three,1904,Q9Y6D6,BIG1
HLA-I,All three,1904,Q9Y6D9,MD1L1
HLA-I,All three,1904,Q9Y6E2,BZW2
HLA-I,All three,1904,Q9Y6H1,CHCH2
HLA-I,All three,1904,Q9Y6K0,CEPT1
HLA-I,All three,1904,Q9Y6K5,OAS3
HLA-I,All three,1904,Q9Y6P5,SESN1
HLA-I,All three,1904,Q9Y6Q2,STON1
HLA-I,All three,1904,Q9Y6Q9,NCOA3
HLA-I,All three,1904,Q9Y6R0,NUMBL
HLA-I,All three,1904,Q9Y6X2,PIAS3
HLA-I,All three,1904,Q9Y6X3,SCC4
HLA-I,All three,1904,Q9Y6Y0,NS1BP
HLA-I,All three,1904,Q9Y6Y1,CMTA1
HLA-I,All three,1904,Q9Y6Y8,S23IP
HLA-II,LUAD only,117,A0A0J9YXX1,XX1|HV5X1
HLA-II,LUAD only,117,A0AV96,RBM47
HLA-II,LUAD only,117,C9J798,RAS4B
HLA-II,LUAD only,117,O00267,SPT5H
HLA-II,LUAD only,117,O14939,PLD2
HLA-II,LUAD only,117,O15117,FYB1
HLA-II,LUAD only,117,O43242,PSMD3
HLA-II,LUAD only,117,O43390,HNRPR
HLA-II,LUAD only,117,O43491,E41L2
HLA-II,LUAD only,117,O43665,RGS10
HLA-II,LUAD only,117,O60318,GANP
HLA-II,LUAD only,117,O75312,ZPR1
HLA-II,LUAD only,117,O75534,CSDE1
HLA-II,LUAD only,117,O75643,U520
HLA-II,LUAD only,117,O94874,UFL1
HLA-II,LUAD only,117,O95848,NUD14
HLA-II,LUAD only,117,P00973,OAS1
HLA-II,LUAD only,117,P01591,IGJ
HLA-II,LUAD only,117,P05538,DQB2
HLA-II,LUAD only,117,P06340,DOA
HLA-II,LUAD only,117,P15927,RFA2
HLA-II,LUAD only,117,P20591,MX1
HLA-II,LUAD only,117,P20592,MX2
HLA-II,LUAD only,117,P22681,CBL
HLA-II,LUAD only,117,P26010,ITB7
HLA-II,LUAD only,117,P26639,SYTC
HLA-II,LUAD only,117,P28065,PSB9
HLA-II,LUAD only,117,P28070,PSB4
HLA-II,LUAD only,117,P28072,PSB6
HLA-II,LUAD only,117,P31785,IL2RG
HLA-II,LUAD only,117,P33993,MCM7
HLA-II,LUAD only,117,P35611,ADDA
HLA-II,LUAD only,117,P35869,AHR
HLA-II,LUAD only,117,P42285,MTREX
HLA-II,LUAD only,117,P42694,HELZ
HLA-II,LUAD only,117,P42858,HD
HLA-II,LUAD only,117,P46939,UTRO
HLA-II,LUAD only,117,P49585,PCY1A
HLA-II,LUAD only,117,P50452,SPB8
HLA-II,LUAD only,117,P52888,THOP1
HLA-II,LUAD only,117,P53814,SMTN
HLA-II,LUAD only,117,P55010,IF5
HLA-II,LUAD only,117,P56945,BCAR1
HLA-II,LUAD only,117,P60510,PP4C
HLA-II,LUAD only,117,P60842,IF4A1
HLA-II,LUAD only,117,P61289,PSME3
HLA-II,LUAD only,117,Q12884,SEPR
HLA-II,LUAD only,117,Q13077,TRAF1
HLA-II,LUAD only,117,Q13151,ROA0
HLA-II,LUAD only,117,Q13363,CTBP1
HLA-II,LUAD only,117,Q14011,CIRBP
HLA-II,LUAD only,117,Q14157,UBP2L
HLA-II,LUAD only,117,Q14232,EI2BA
HLA-II,LUAD only,117,Q14669,TRIPC
HLA-II,LUAD only,117,Q14839,CHD4
HLA-II,LUAD only,117,Q15029,U5S1
HLA-II,LUAD only,117,Q15080,NCF4
HLA-II,LUAD only,117,Q15631,TSN
HLA-II,LUAD only,117,Q15643,TRIPB
HLA-II,LUAD only,117,Q16576,RBBP7
HLA-II,LUAD only,117,Q1KMD3,HNRL2
HLA-II,LUAD only,117,Q27J81,INF2
HLA-II,LUAD only,117,Q5VYK3,ECM29
HLA-II,LUAD only,117,Q5VZ89,DEN4C
HLA-II,LUAD only,117,Q5W0V3,F16B1
HLA-II,LUAD only,117,Q6P1X5,TAF2
HLA-II,LUAD only,117,Q6UXN9,WDR82
HLA-II,LUAD only,117,Q6YHU6,THADA
HLA-II,LUAD only,117,Q6ZS17,RIPR1
HLA-II,LUAD only,117,Q7Z6I6,RHG30
HLA-II,LUAD only,117,Q86XL3,ANKL2
HLA-II,LUAD only,117,Q86XP3,DDX42
HLA-II,LUAD only,117,Q8IVG5,SAM9L
HLA-II,LUAD only,117,Q8N138,ORML3
HLA-II,LUAD only,117,Q8TCJ2,STT3B
HLA-II,LUAD only,117,Q8TCU6,PREX1
HLA-II,LUAD only,117,Q8WTW3,COG1
HLA-II,LUAD only,117,Q92575,UBXN4
HLA-II,LUAD only,117,Q93063,EXT2
HLA-II,LUAD only,117,Q96AQ6,PBIP1
HLA-II,LUAD only,117,Q96IJ6,GMPPA
HLA-II,LUAD only,117,Q96JH7,VCIP1
HLA-II,LUAD only,117,Q96JY6,PDLI2
HLA-II,LUAD only,117,Q96PP8,GBP5
HLA-II,LUAD only,117,Q96PP9,GBP4
HLA-II,LUAD only,117,Q96PY5,FMNL2
HLA-II,LUAD only,117,Q96Q15,SMG1
HLA-II,LUAD only,117,Q96RL7,VP13A
HLA-II,LUAD only,117,Q96RU3,FNBP1
HLA-II,LUAD only,117,Q99836,MYD88
HLA-II,LUAD only,117,Q9BSJ2,GCP2
HLA-II,LUAD only,117,Q9BSJ8,ESYT1
HLA-II,LUAD only,117,Q9BZV1,UBXN6
HLA-II,LUAD only,117,Q9C0B1,FTO
HLA-II,LUAD only,117,Q9H269,VPS16
HLA-II,LUAD only,117,Q9H2D6,TARA
HLA-II,LUAD only,117,Q9H3K2,GHITM
HLA-II,LUAD only,117,Q9HBL0,TENS1
HLA-II,LUAD only,117,Q9HCD6,TANC2
HLA-II,LUAD only,117,Q9HCH5,SYTL2
HLA-II,LUAD only,117,Q9NNW5,WDR6
HLA-II,LUAD only,117,Q9NV31,IMP3
HLA-II,LUAD only,117,Q9NVP1,DDX18
HLA-II,LUAD only,117,Q9P000,COMD9
HLA-II,LUAD only,117,Q9UDY8,MALT1
HLA-II,LUAD only,117,Q9UGI8,TES
HLA-II,LUAD only,117,Q9UHY1,NRBP
HLA-II,LUAD only,117,Q9UJM3,ERRFI
HLA-II,LUAD only,117,Q9UKX5,ITA11
HLA-II,LUAD only,117,Q9ULT8,HECD1
HLA-II,LUAD only,117,Q9UQ35,SRRM2
HLA-II,LUAD only,117,Q9Y282,ERGI3
HLA-II,LUAD only,117,Q9Y2H6,FND3A
HLA-II,LUAD only,117,Q9Y4K1,CRBG1
HLA-II,LUAD only,117,Q9Y5S1,TRPV2
HLA-II,LUAD only,117,Q9Y5S2,MRCKB
HLA-II,LUAD only,117,Q9Y5X1,SNX9
HLA-II,LUSC only,24,O00160,MYO1F
HLA-II,LUSC only,24,O00469,PLOD2
HLA-II,LUSC only,24,O14936,CSKP
HLA-II,LUSC only,24,O43149,ZZEF1
HLA-II,LUSC only,24,O43292,GPAA1
HLA-II,LUSC only,24,P08240,SRPRA
HLA-II,LUSC only,24,P33991,MCM4
HLA-II,LUSC only,24,P33992,MCM5
HLA-II,LUSC only,24,P40763,STAT3
HLA-II,LUSC only,24,P42226,STAT6
HLA-II,LUSC only,24,P78527,PRKDC
HLA-II,LUSC only,24,Q08378,GOGA3
HLA-II,LUSC only,24,Q13263,TIF1B
HLA-II,LUSC only,24,Q13618,CUL3
HLA-II,LUSC only,24,Q14469,HES1
HLA-II,LUSC only,24,Q14671,PUM1
HLA-II,LUSC only,24,Q53EP0,FND3B
HLA-II,LUSC only,24,Q6ZXV5,TMTC3
HLA-II,LUSC only,24,Q99615,DNJC7
HLA-II,LUSC only,24,Q99707,METH
HLA-II,LUSC only,24,Q99941,ATF6B
HLA-II,LUSC only,24,Q9BZL6,KPCD2
HLA-II,LUSC only,24,Q9P2T1,GMPR2
HLA-II,LUSC only,24,Q9Y6Y8,S23IP
HLA-II,Healthy only,189,A0FGR8,ESYT2
HLA-II,Healthy only,189,A2RUS2,DEND3
HLA-II,Healthy only,189,O00203,AP3B1
HLA-II,Healthy only,189,O00567,NOP56
HLA-II,Healthy only,189,O00767,ACOD
HLA-II,Healthy only,189,O14908,GIPC1
HLA-II,Healthy only,189,O14976,GAK
HLA-II,Healthy only,189,O15040,TCPR2
HLA-II,Healthy only,189,O15371,EIF3D
HLA-II,Healthy only,189,O60216,RAD21
HLA-II,Healthy only,189,O60234,GMFG
HLA-II,Healthy only,189,O60287,NPA1P
HLA-II,Healthy only,189,O60524,NEMF
HLA-II,Healthy only,189,O60749,SNX2
HLA-II,Healthy only,189,O60925,PFD1
HLA-II,Healthy only,189,O75165,DJC13
HLA-II,Healthy only,189,O75182,SIN3B
HLA-II,Healthy only,189,O75563,SKAP2
HLA-II,Healthy only,189,O75935,DCTN3
HLA-II,Healthy only,189,O76021,RL1D1
HLA-II,Healthy only,189,O76094,SRP72
HLA-II,Healthy only,189,O94915,FRYL
HLA-II,Healthy only,189,O95298,NDUC2
HLA-II,Healthy only,189,O95340,PAPS2
HLA-II,Healthy only,189,O95373,IPO7
HLA-II,Healthy only,189,O95425,SVIL
HLA-II,Healthy only,189,O95486,SC24A
HLA-II,Healthy only,189,O95714,HERC2
HLA-II,Healthy only,189,O95976,IGSF6
HLA-II,Healthy only,189,P00325,ADH1B
HLA-II,Healthy only,189,P00403,COX2
HLA-II,Healthy only,189,P01137,TGFB1
HLA-II,Healthy only,189,P09601,HMOX1
HLA-II,Healthy only,189,P09917,LOX5
HLA-II,Healthy only,189,P0C0S5,H2AZ
HLA-II,Healthy only,189,P11171,41
HLA-II,Healthy only,189,P15088,CBPA3
HLA-II,Healthy only,189,P18124,RL7
HLA-II,Healthy only,189,P19397,CD53
HLA-II,Healthy only,189,P23246,SFPQ
HLA-II,Healthy only,189,P24385,CCND1
HLA-II,Healthy only,189,P24844,MYL9
HLA-II,Healthy only,189,P28290,ITPI2
HLA-II,Healthy only,189,P30050,RL12
HLA-II,Healthy only,189,P31943,HNRH1
HLA-II,Healthy only,189,P33121,ACSL1
HLA-II,Healthy only,189,P34896,GLYC
HLA-II,Healthy only,189,P35637,FUS
HLA-II,Healthy only,189,P35659,DEK
HLA-II,Healthy only,189,P35749,MYH11
HLA-II,Healthy only,189,P36873,PP1G
HLA-II,Healthy only,189,P40261,NNMT
HLA-II,Healthy only,189,P42025,ACTY
HLA-II,Healthy only,189,P42695,CNDD3
HLA-II,Healthy only,189,P43243,MATR3
HLA-II,Healthy only,189,P45844,ABCG1
HLA-II,Healthy only,189,P48444,COPD
HLA-II,Healthy only,189,P49207,RL34
HLA-II,Healthy only,189,P49458,SRP09
HLA-II,Healthy only,189,P50416,CPT1A
HLA-II,Healthy only,189,P51571,SSRD
HLA-II,Healthy only,189,P52597,HNRPF
HLA-II,Healthy only,189,P52630,STAT2
HLA-II,Healthy only,189,P58546,MTPN
HLA-II,Healthy only,189,P59998,ARPC4
HLA-II,Healthy only,189,P61011,SRP54
HLA-II,Healthy only,189,P61619,S61A1
HLA-II,Healthy only,189,P62140,PP1B
HLA-II,Healthy only,189,P63208,SKP1
HLA-II,Healthy only,189,P82979,SARNP
HLA-II,Healthy only,189,P98082,DAB2
HLA-II,Healthy only,189,Q01105,SET
HLA-II,Healthy only,189,Q01850,CDR2
HLA-II,Healthy only,189,Q04446,GLGB
HLA-II,Healthy only,189,Q12873,CHD3
HLA-II,Healthy only,189,Q12905,ILF2
HLA-II,Healthy only,189,Q13045,FLII
HLA-II,Healthy only,189,Q13098,CSN1
HLA-II,Healthy only,189,Q13148,TADBP
HLA-II,Healthy only,189,Q13233,M3K1
HLA-II,Healthy only,189,Q13283,G3BP1
HLA-II,Healthy only,189,Q13325,IFIT5
HLA-II,Healthy only,189,Q13822,ENPP2
HLA-II,Healthy only,189,Q14094,CCNI
HLA-II,Healthy only,189,Q14141,SEPT6
HLA-II,Healthy only,189,Q14161,GIT2
HLA-II,Healthy only,189,Q14203,DCTN1
HLA-II,Healthy only,189,Q14240,IF4A2
HLA-II,Healthy only,189,Q14444,CAPR1
HLA-II,Healthy only,189,Q14643,ITPR1
HLA-II,Healthy only,189,Q15005,SPCS2
HLA-II,Healthy only,189,Q15006,EMC2
HLA-II,Healthy only,189,Q15019,SEPT2
HLA-II,Healthy only,189,Q15042,RB3GP
HLA-II,Healthy only,189,Q15057,ACAP2
HLA-II,Healthy only,189,Q15075,EEA1
HLA-II,Healthy only,189,Q15393,SF3B3
HLA-II,Healthy only,189,Q15532,SSXT
HLA-II,Healthy only,189,Q15751,HERC1
HLA-II,Healthy only,189,Q16181,SEPT7
HLA-II,Healthy only,189,Q16647,PTGIS
HLA-II,Healthy only,189,Q16665,HIF1A
HLA-II,Healthy only,189,Q49A26,GLYR1
HLA-II,Healthy only,189,Q4KMQ2,ANO6
HLA-II,Healthy only,189,Q4LE39,ARI4B
HLA-II,Healthy only,189,Q53FV1,ORML2
HLA-II,Healthy only,189,Q5BJF6,ODFP2
HLA-II,Healthy only,189,Q5EBL4,RIPL1
HLA-II,Healthy only,189,Q5UIP0,RIF1
HLA-II,Healthy only,189,Q5XPI4,RN123
HLA-II,Healthy only,189,Q6NUQ4,TM214
HLA-II,Healthy only,189,Q6P3W7,SCYL2
HLA-II,Healthy only,189,Q6P5R6,RL22L
HLA-II,Healthy only,189,Q6VY07,PACS1
HLA-II,Healthy only,189,Q6ZMI0,PPR21
HLA-II,Healthy only,189,Q6ZNJ1,NBEL2
HLA-II,Healthy only,189,Q71RC2,LARP4
HLA-II,Healthy only,189,Q71UM5,RS27L
HLA-II,Healthy only,189,Q7L5N1,CSN6
HLA-II,Healthy only,189,Q7Z392,TPC11
HLA-II,Healthy only,189,Q7Z3J2,VP35L
HLA-II,Healthy only,189,Q7Z3U7,MON2
HLA-II,Healthy only,189,Q7Z7G8,VP13B
HLA-II,Healthy only,189,Q86VS8,HOOK3
HLA-II,Healthy only,189,Q86W92,LIPB1
HLA-II,Healthy only,189,Q86YV0,RASL3
HLA-II,Healthy only,189,Q8IWJ2,GCC2
HLA-II,Healthy only,189,Q8IWT3,CUL9
HLA-II,Healthy only,189,Q8IX04,UEVLD
HLA-II,Healthy only,189,Q8N0X7,SPART
HLA-II,Healthy only,189,Q8N5H7,SH2D3
HLA-II,Healthy only,189,Q8NBS9,TXND5
HLA-II,Healthy only,189,Q8NC56,LEMD2
HLA-II,Healthy only,189,Q8NEZ4,KMT2C
HLA-II,Healthy only,189,Q8NHV1,GIMA7
HLA-II,Healthy only,189,Q8TCT9,HM13
HLA-II,Healthy only,189,Q8WWM7,ATX2L
HLA-II,Healthy only,189,Q92508,PIEZ1
HLA-II,Healthy only,189,Q92560,BAP1
HLA-II,Healthy only,189,Q92621,NU205
HLA-II,Healthy only,189,Q92804,RBP56
HLA-II,Healthy only,189,Q92835,SHIP1
HLA-II,Healthy only,189,Q92879,CELF1
HLA-II,Healthy only,189,Q92973,TNPO1
HLA-II,Healthy only,189,Q969N2,PIGT
HLA-II,Healthy only,189,Q96CW1,AP2M1
HLA-II,Healthy only,189,Q99613,EIF3C
HLA-II,Healthy only,189,Q9BQE5,APOL2
HLA-II,Healthy only,189,Q9BTE1,DCTN5
HLA-II,Healthy only,189,Q9BTV4,TMM43
HLA-II,Healthy only,189,Q9BUJ2,HNRL1
HLA-II,Healthy only,189,Q9BWW8,APOL6
HLA-II,Healthy only,189,Q9BXD5,NPL
HLA-II,Healthy only,189,Q9BZ29,DOCK9
HLA-II,Healthy only,189,Q9BZH6,WDR11
HLA-II,Healthy only,189,Q9H0K6,PUS7L
HLA-II,Healthy only,189,Q9H0P0,5NT3A
HLA-II,Healthy only,189,Q9H1A4,APC1
HLA-II,Healthy only,189,Q9H4A3,WNK1
HLA-II,Healthy only,189,Q9H8S9,MOB1A
HLA-II,Healthy only,189,Q9NP61,ARFG3
HLA-II,Healthy only,189,Q9NTX5,ECHD1
HLA-II,Healthy only,189,Q9NVA2,SEP11
HLA-II,Healthy only,189,Q9NYL9,TMOD3
HLA-II,Healthy only,189,Q9NZD8,SPG21
HLA-II,Healthy only,189,Q9P219,DAPLE
HLA-II,Healthy only,189,Q9P258,RCC2
HLA-II,Healthy only,189,Q9UBP4,DKK3
